pss_score,workload_hours,work_pressure_rating,recovery_sleep_hours,social_support_rating,work_life_balance_rating,shift_continuity_days,recent_trend_indicator,welfare_risk_level,data_label
4.7,61.0,6.9,5.3,1.0,7.7,0.0,0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.2,64.7,3.8,6.4,4.4,4.1,3.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.9,58.5,5.6,7.0,5.0,5.0,4.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.6,40.6,1.5,7.4,7.2,7.6,5.0,2.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.1,50.0,8.4,4.7,6.5,8.2,1.0,1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.6,51.9,4.5,8.8,5.6,4.0,2.0,1.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
36.3,58.0,5.6,7.1,6.0,5.8,1.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.0,58.7,4.9,6.2,3.9,6.0,4.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.8,44.7,7.8,7.5,2.9,6.1,1.0,-2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.4,52.8,1.0,9.0,7.5,4.9,8.0,3.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.6,56.6,5.5,4.5,7.5,8.0,1.0,3.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.7,66.6,5.3,5.9,9.3,1.6,1.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.1,59.0,4.6,3.5,4.3,4.6,7.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.5,59.9,9.0,6.4,7.5,6.3,2.0,1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
32.1,52.8,3.7,6.6,5.4,6.3,0.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.1,66.1,7.0,6.2,8.5,8.1,2.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.9,56.1,6.2,5.4,8.1,7.8,0.0,-2.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.2,43.4,8.0,3.7,6.4,4.8,15.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.6,66.0,4.2,6.6,5.3,8.0,3.0,1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.1,59.0,4.0,7.9,8.0,4.0,1.0,1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.4,47.6,7.7,5.5,7.4,7.3,3.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.2,47.2,6.4,6.7,4.6,9.0,0.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.3,55.0,2.4,4.3,3.2,7.8,6.0,2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.5,56.6,4.4,6.7,5.4,5.6,9.0,0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.8,54.0,6.3,5.7,9.2,4.7,7.0,-0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.8,55.1,7.2,5.3,8.4,2.3,1.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.4,69.0,4.1,5.3,3.7,6.0,1.0,-3.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.6,62.7,1.0,5.7,3.5,3.2,0.0,-0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.2,53.9,6.5,6.7,8.7,3.8,4.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.5,61.4,3.1,4.6,3.6,3.0,3.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.3,41.7,1.5,5.7,7.1,4.5,2.0,3.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.3,56.0,1.0,6.2,4.7,5.3,8.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.5,70.1,7.1,4.9,9.4,5.9,1.0,1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.5,49.8,5.8,8.4,4.4,4.2,0.0,1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.1,43.5,5.0,5.2,8.4,7.5,0.0,4.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.7,45.5,8.3,5.4,6.4,5.0,1.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.2,41.1,6.8,5.0,6.5,3.8,0.0,-2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.0,44.2,8.7,8.4,1.9,5.9,2.0,1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
0.0,48.3,2.7,6.9,1.4,9.3,1.0,3.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.6,37.9,5.4,5.1,5.5,6.1,1.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.3,52.2,2.3,7.5,6.5,4.7,5.0,1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.2,61.0,5.0,6.4,3.6,2.3,1.0,2.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.9,42.9,5.0,6.5,3.7,5.0,4.0,2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.4,67.2,6.8,5.8,7.2,5.9,2.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.0,57.1,5.6,5.3,7.2,4.6,3.0,-1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.7,62.3,6.7,6.6,5.7,2.1,10.0,-0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
37.3,45.4,6.9,5.5,7.6,3.7,0.0,0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.4,60.5,9.8,8.4,3.5,8.3,2.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.1,41.1,4.9,4.7,5.3,8.3,7.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.8,60.9,3.6,8.0,9.5,3.6,3.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.5,53.7,6.0,6.1,6.1,6.7,1.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.9,57.5,3.9,6.6,6.3,3.0,2.0,1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.7,40.2,8.5,7.2,10.0,8.2,4.0,0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.9,43.0,4.9,5.4,3.1,5.9,8.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.8,58.0,4.4,7.2,7.7,7.3,0.0,-0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.9,42.5,4.6,3.5,9.5,2.0,0.0,1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.7,56.6,6.9,5.3,5.3,6.8,1.0,-2.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.8,38.3,5.2,5.1,7.8,5.4,1.0,-4.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.1,60.5,4.2,4.7,3.9,7.1,1.0,3.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.3,39.7,8.8,5.9,4.6,7.2,1.0,1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
0.0,57.5,3.8,6.7,6.8,5.5,1.0,1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.2,58.3,5.6,7.0,7.7,4.2,0.0,-2.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.3,45.0,6.8,6.5,8.4,7.0,10.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.4,57.8,2.2,5.4,9.3,5.3,1.0,0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.4,54.6,6.5,6.6,5.9,3.7,1.0,-3.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.2,46.6,3.4,6.3,8.5,3.6,1.0,2.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.4,41.9,7.1,7.3,5.3,2.4,9.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.2,35.0,3.6,7.1,7.9,4.4,5.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.7,55.5,6.9,6.2,6.4,7.6,5.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.1,36.4,7.7,5.1,6.9,5.8,0.0,-4.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.0,53.0,7.2,5.4,6.9,4.3,6.0,1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.5,49.4,6.0,5.5,2.6,7.0,2.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.4,58.8,5.0,5.8,3.6,3.7,1.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.5,49.0,4.3,6.5,6.2,5.6,3.0,2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.1,48.7,8.4,7.1,2.5,5.0,6.0,-2.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.7,59.3,4.1,6.1,7.7,7.0,5.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.8,55.4,3.4,6.2,7.8,2.2,8.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.3,55.2,6.8,6.4,6.7,3.7,9.0,-0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.2,56.7,3.9,5.6,3.6,2.1,1.0,0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.2,36.6,3.6,5.1,8.9,4.9,2.0,0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.3,59.6,2.6,4.1,10.0,7.8,0.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.3,58.1,4.5,5.4,6.3,4.4,7.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.3,41.8,5.3,6.8,7.1,4.4,1.0,3.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.7,49.6,6.0,5.4,6.4,7.1,7.0,4.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.9,51.6,7.4,5.9,7.1,7.5,1.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.6,50.7,6.6,6.8,5.7,5.2,2.0,-1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.4,55.3,5.1,6.8,5.9,6.8,0.0,3.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.7,66.3,5.1,4.9,7.9,3.2,1.0,-2.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.4,62.8,6.5,7.4,10.0,8.2,8.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.6,38.9,8.0,7.6,3.1,9.7,0.0,-1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.9,58.2,5.8,4.8,5.8,6.4,2.0,-2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.6,65.3,4.6,5.2,3.5,1.2,0.0,-0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.1,55.9,3.5,7.6,9.3,4.3,2.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.9,62.9,2.6,6.0,4.8,6.6,1.0,0.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.7,72.1,6.8,3.5,3.0,4.6,1.0,0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.4,62.2,6.7,4.5,7.3,7.9,7.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.3,54.5,6.7,5.9,9.7,6.6,2.0,-0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.5,62.5,5.2,4.8,7.4,4.0,1.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.4,53.4,8.3,5.7,6.4,5.5,3.0,1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.2,52.2,4.5,6.2,6.9,3.6,1.0,-0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.4,48.5,7.4,8.0,9.0,5.0,1.0,1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.7,67.6,5.4,5.9,4.2,4.3,3.0,1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.6,43.8,4.3,7.5,5.8,7.7,1.0,1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.3,67.3,6.7,7.9,5.0,9.6,4.0,2.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.9,57.0,6.3,7.9,3.5,2.5,2.0,-2.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.0,38.0,6.2,6.5,5.3,1.6,5.0,-0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.7,55.7,5.7,3.8,8.3,4.9,10.0,3.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.3,35.0,5.4,6.8,7.2,2.4,0.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.9,58.3,10.0,7.5,7.4,5.5,1.0,-5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.1,60.9,7.9,6.1,6.3,6.9,1.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.3,46.1,6.9,8.3,7.1,8.4,1.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.6,53.2,5.7,7.2,4.3,5.8,6.0,-5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.3,71.5,7.5,6.9,5.4,5.0,5.0,2.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.2,46.9,6.5,7.5,6.4,1.4,2.0,-1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.9,41.4,5.6,6.6,6.6,5.5,3.0,0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.6,66.8,4.9,3.5,6.7,5.5,0.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.3,71.6,5.3,5.6,5.7,6.7,3.0,-2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.6,52.0,1.0,7.6,5.2,4.0,5.0,-2.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.1,62.1,5.9,5.2,10.0,4.5,3.0,-1.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.6,65.4,4.5,5.9,7.9,2.4,1.0,2.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.0,44.6,8.7,4.9,6.9,1.0,4.0,-0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.2,47.1,5.5,8.3,5.5,3.2,2.0,-1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.5,64.3,3.1,8.2,5.1,2.3,3.0,-1.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.7,68.9,5.4,5.1,5.7,6.1,2.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.1,57.6,3.4,6.4,6.6,4.4,2.0,2.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.2,43.2,6.4,5.4,2.1,4.3,4.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.7,71.9,6.1,6.9,2.7,3.4,8.0,1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.5,46.7,7.4,6.8,4.7,1.0,0.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.9,48.6,3.9,7.2,6.4,8.4,9.0,-2.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.4,55.4,5.6,6.6,5.5,3.4,3.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.5,67.5,2.8,9.0,9.1,4.6,4.0,-1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.6,60.5,6.9,5.0,2.9,2.5,7.0,-3.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
4.2,56.1,6.5,4.1,4.4,7.3,2.0,2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.4,56.6,6.5,5.7,9.2,5.7,6.0,-1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.3,52.4,5.5,4.3,6.3,3.7,1.0,2.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.2,57.6,6.3,4.4,7.9,4.6,1.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.9,35.0,8.7,5.0,10.0,8.8,4.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.6,49.0,4.9,5.1,4.5,5.3,7.0,1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.4,54.4,5.8,5.1,5.8,5.0,8.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.3,40.5,3.3,6.8,5.4,3.5,4.0,3.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.4,55.9,3.8,5.6,1.9,1.6,3.0,0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.5,50.0,5.7,6.0,5.3,5.1,1.0,0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.1,69.6,7.7,7.3,7.9,6.1,14.0,-1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.9,67.7,5.0,5.3,7.1,7.6,1.0,-1.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.7,47.3,5.0,5.9,7.3,1.0,5.0,1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.9,50.5,4.7,6.6,5.2,3.1,3.0,0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.9,51.3,4.4,3.9,4.6,4.2,3.0,-1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
37.7,47.5,6.1,3.5,8.7,5.4,2.0,-2.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.7,54.0,2.5,6.6,5.0,5.1,12.0,-2.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.4,44.4,8.1,6.8,6.6,5.2,3.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.6,40.7,4.2,8.7,6.3,6.2,10.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.3,58.2,6.9,6.4,9.1,3.6,0.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.7,58.3,3.0,7.2,8.0,7.3,3.0,2.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.9,44.0,6.8,6.0,3.3,6.3,4.0,-2.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
37.2,61.0,6.8,6.6,3.5,4.8,5.0,-1.5,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.3,45.7,6.3,8.2,7.2,8.6,8.0,-1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.6,54.5,3.5,3.7,5.9,8.5,0.0,3.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.7,60.2,6.0,6.7,5.0,7.3,0.0,4.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.7,51.7,3.1,8.8,8.1,1.0,2.0,1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.3,56.5,5.0,6.5,6.4,8.6,0.0,1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.3,46.8,7.6,8.2,6.1,7.0,13.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.6,50.0,7.1,5.4,7.6,9.4,1.0,3.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.3,49.9,5.5,6.2,5.2,7.9,2.0,0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.8,44.5,3.6,6.2,9.3,8.6,0.0,1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,50.2,6.8,3.5,4.3,7.2,3.0,-0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.3,36.5,5.5,4.8,7.4,8.1,2.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,47.1,1.0,4.9,9.0,9.4,0.0,3.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.2,49.2,7.1,7.2,3.1,5.8,1.0,1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.5,49.4,5.5,7.2,5.3,2.3,2.0,2.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.1,49.6,7.9,6.6,8.4,4.8,16.0,0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.4,51.4,3.3,7.2,8.4,6.2,1.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,56.8,1.0,6.0,5.6,5.5,3.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.3,60.7,6.1,7.6,4.5,2.9,15.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.0,45.5,6.1,6.2,8.0,2.1,5.0,-1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.9,40.0,2.1,6.3,8.5,3.9,18.0,-2.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.6,41.6,3.5,5.9,3.6,7.0,12.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.2,47.1,10.0,7.0,3.5,8.6,2.0,-1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.1,48.5,4.9,5.7,6.5,7.2,4.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.3,44.3,7.0,7.4,7.3,7.5,0.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.4,39.0,4.2,4.8,5.4,5.2,2.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.5,47.4,1.3,4.9,7.4,1.9,6.0,2.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.5,53.8,5.2,7.0,4.5,4.5,2.0,-2.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.2,58.0,5.0,6.1,1.6,4.9,4.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.6,46.4,4.7,5.7,5.1,4.4,5.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.0,47.9,5.3,7.3,6.1,5.5,1.0,-0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.4,42.7,6.0,5.5,5.4,6.3,7.0,-2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.9,51.7,5.2,6.0,3.6,7.1,2.0,1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.9,43.5,3.0,7.9,2.2,4.8,1.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.7,57.7,6.5,8.0,4.9,1.6,7.0,-1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.1,35.0,1.6,8.1,7.9,4.4,2.0,1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.2,48.4,1.4,5.9,8.6,5.5,5.0,0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.2,55.0,7.0,7.7,8.5,7.8,3.0,-2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.0,53.8,6.5,5.1,4.3,4.3,2.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.1,78.9,5.4,5.1,3.6,6.4,6.0,2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.7,55.5,2.7,3.5,7.0,6.0,3.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.5,42.0,4.1,8.2,7.3,5.5,2.0,-1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.7,51.0,5.0,5.2,6.8,7.3,0.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.7,35.0,2.3,6.0,1.8,4.1,8.0,-1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.7,51.2,4.0,5.1,4.2,4.2,0.0,-0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.4,43.7,6.8,7.0,5.9,5.4,7.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.4,61.2,8.4,5.7,7.0,4.1,2.0,-3.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.3,46.5,4.7,4.6,7.6,6.4,4.0,2.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.6,50.8,7.0,6.7,6.3,4.0,9.0,1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
