pss_score,workload_hours,work_pressure_rating,prolonged_duty_hours,shift_continuity_days,night_duty_hours,recovery_sleep_hours,rest_interval_hours,recovery_pattern_score,deployment_demand_score,social_support_rating,work_life_balance_rating,recent_trend_indicator,welfare_concern_level,dataset_type,provenance,data_label
28.0,66.1,5.9,4.0,4.0,3.0,6.9,17.0,0,1,6.2,5.3,2.2,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
30.7,56.1,8.6,4.9,1.0,1.6,6.6,14.7,0,3,3.6,4.5,1.1,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
9.6,43.4,3.9,7.7,4.0,2.5,8.8,11.8,0,0,5.7,5.2,-1.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
30.0,66.0,7.8,4.6,1.0,0.4,5.5,13.5,1,2,9.1,2.4,2.0,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
27.5,59.0,8.5,4.0,6.0,2.4,6.0,15.2,1,1,4.0,3.5,-1.0,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.2,47.6,3.9,4.0,0.0,3.7,6.9,18.3,0,1,3.5,8.4,-0.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.8,47.2,2.6,4.0,5.0,18.7,7.0,15.1,0,2,3.7,3.6,-1.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.0,55.0,6.1,4.0,0.0,2.3,5.3,14.4,2,0,10.0,4.0,1.2,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
12.4,56.6,4.4,5.7,7.0,14.0,5.8,11.4,1,0,7.1,4.7,-2.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.1,54.0,9.2,4.0,1.0,1.6,7.4,18.6,0,1,5.7,4.9,-0.7,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.1,55.1,5.6,7.3,4.0,1.3,6.1,15.4,1,1,6.3,5.5,-1.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.2,69.0,3.9,4.0,2.0,4.4,7.3,17.2,0,2,6.7,3.5,0.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.6,62.7,3.2,4.7,2.0,6.7,6.0,17.2,2,3,4.9,5.2,0.9,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
10.9,53.9,7.7,14.2,4.0,0.3,6.2,11.2,2,0,5.2,6.7,-2.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.3,61.4,4.4,4.0,10.0,1.5,7.1,15.8,0,1,5.9,6.5,0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.0,41.7,5.6,9.3,0.0,3.6,8.6,16.5,0,1,4.8,5.3,-3.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.0,56.0,7.4,4.0,9.0,2.4,7.1,16.0,0,3,5.4,5.8,4.8,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
27.4,70.1,4.5,4.0,3.0,7.5,7.1,16.8,0,3,6.9,2.4,-1.1,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.3,49.8,5.4,7.6,6.0,4.3,8.3,15.9,0,2,4.2,4.1,2.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.6,43.5,5.5,9.5,2.0,1.0,6.6,14.7,0,1,10.0,3.8,0.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.9,45.5,6.9,4.0,2.0,13.5,7.6,15.3,0,0,7.7,5.4,0.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.9,41.1,6.7,4.0,7.0,2.1,6.2,15.5,1,1,3.7,4.4,-2.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.7,44.2,5.1,4.9,2.0,7.9,7.4,16.8,0,1,1.2,3.3,1.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.7,48.3,5.6,7.2,3.0,9.1,6.8,15.9,0,2,4.8,4.7,0.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
6.2,37.9,4.8,4.0,0.0,19.8,8.0,17.9,0,1,7.6,3.3,1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.1,52.2,2.5,6.6,1.0,4.1,7.8,15.6,0,2,7.2,7.1,-0.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.8,61.0,6.0,4.0,4.0,5.7,6.9,16.8,0,1,6.0,3.8,0.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.9,42.9,9.3,4.0,4.0,2.4,7.5,14.7,0,2,5.0,7.1,-2.0,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.9,67.2,3.7,4.0,3.0,6.8,6.6,14.4,0,0,4.4,3.5,-0.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.4,57.1,4.0,4.0,1.0,3.7,6.8,17.2,0,0,5.4,3.0,-0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.4,62.3,3.8,11.6,2.0,3.5,6.5,11.4,2,0,4.2,6.3,-1.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.6,45.4,6.9,4.0,2.0,11.6,8.1,15.6,0,3,5.4,5.6,0.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.1,60.5,6.4,12.2,2.0,0.3,7.9,15.1,0,0,8.9,7.5,0.8,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.1,41.1,5.2,4.0,7.0,12.8,7.0,18.0,0,2,4.7,5.0,0.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.2,60.9,3.7,5.2,5.0,11.5,6.5,15.7,0,0,7.4,3.9,-0.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
10.9,53.7,5.7,6.7,0.0,4.2,6.9,13.9,0,1,7.7,6.5,0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.0,57.5,2.4,4.5,8.0,4.0,5.4,15.1,2,3,4.0,6.3,0.5,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.8,40.2,5.8,4.0,2.0,2.7,7.1,17.3,0,1,4.5,6.0,0.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.0,43.0,7.2,4.0,5.0,30.9,7.7,15.5,0,0,8.3,10.0,0.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.4,58.0,3.0,7.9,1.0,0.7,6.2,12.9,1,0,4.3,4.4,2.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.6,42.5,2.4,6.9,4.0,5.4,8.9,16.9,0,3,6.1,3.7,-2.7,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.4,56.6,8.7,4.0,1.0,6.9,7.6,16.0,0,1,10.0,3.3,-0.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.6,38.3,4.3,7.6,2.0,16.3,7.4,13.0,0,1,8.2,5.5,0.7,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.5,60.5,7.8,4.0,0.0,9.1,6.9,16.6,0,1,6.4,6.9,-3.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
12.2,39.7,5.2,4.0,1.0,6.2,6.6,17.5,0,1,7.9,5.5,3.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.6,57.5,5.2,8.2,0.0,0.7,6.6,11.9,0,0,6.1,7.2,0.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.5,58.3,6.4,4.0,1.0,2.8,7.8,15.2,0,1,8.2,5.4,2.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.2,45.0,3.7,6.6,0.0,0.9,6.8,14.1,0,2,2.1,7.1,2.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.2,57.8,5.8,4.0,4.0,12.8,7.3,16.5,0,0,5.9,5.4,0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
24.1,54.6,4.7,4.0,0.0,8.3,5.6,16.9,2,2,2.0,5.5,-4.9,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.8,46.6,2.9,4.0,3.0,8.5,6.0,14.5,2,2,6.5,6.5,0.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.9,41.9,6.2,4.0,1.0,6.3,8.8,12.6,0,3,5.7,4.8,0.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
11.1,32.4,5.0,5.6,10.0,4.2,7.7,17.0,0,0,8.9,5.4,-2.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.1,55.5,5.2,4.0,9.0,1.0,6.4,13.4,2,0,7.6,5.4,-3.9,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.6,36.4,3.1,4.0,1.0,2.4,8.7,16.1,0,2,5.1,8.9,1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.2,53.0,8.7,4.0,3.0,0.9,8.0,15.3,0,0,5.4,2.7,-2.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.9,49.4,7.3,4.0,0.0,7.7,7.6,15.9,0,0,7.0,2.2,4.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.9,58.8,7.4,6.1,9.0,1.0,6.3,18.1,2,2,5.1,4.3,0.6,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.0,49.0,4.9,4.0,3.0,7.3,6.7,21.7,0,0,6.1,6.8,3.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
22.0,48.7,2.0,4.2,0.0,7.1,7.2,12.3,0,1,8.8,5.4,0.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
28.5,59.3,9.4,10.0,1.0,3.7,7.2,15.2,0,1,4.5,3.0,1.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.6,55.4,5.4,4.6,0.0,0.9,6.5,15.1,2,2,5.3,5.0,0.1,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
11.5,55.2,4.0,6.7,2.0,2.3,7.0,16.6,0,0,5.6,2.3,2.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
26.7,56.7,6.3,4.0,4.0,2.3,7.0,17.5,0,3,10.0,5.8,-4.5,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.2,36.6,7.8,4.0,2.0,7.2,8.4,18.4,0,1,7.4,5.5,2.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.4,59.6,5.5,9.0,2.0,0.7,7.3,14.2,0,1,8.5,4.6,1.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.8,58.1,8.1,5.0,0.0,10.6,5.3,13.4,2,0,7.7,5.4,-0.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.6,41.8,7.7,4.1,1.0,8.6,7.0,17.4,0,0,7.9,6.0,-0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.9,49.6,3.3,4.4,0.0,1.2,6.3,15.7,1,1,7.1,4.4,-0.7,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.3,51.6,4.2,4.0,6.0,7.6,7.3,15.1,0,1,6.9,6.7,0.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.6,50.7,7.4,4.0,1.0,6.6,7.6,14.6,0,3,3.3,6.4,2.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.1,55.3,1.0,6.1,3.0,8.3,6.7,16.8,0,1,6.9,2.3,-1.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.6,66.3,5.2,4.5,1.0,1.3,6.2,18.6,2,1,6.0,4.0,-3.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.9,62.8,2.6,4.0,1.0,1.0,6.6,13.2,0,1,7.3,2.9,5.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.7,38.9,4.5,9.2,4.0,1.6,7.7,14.8,0,2,6.1,3.9,1.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
22.0,58.2,4.9,4.0,2.0,2.7,6.2,14.9,2,1,7.7,5.6,-0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.1,65.3,4.8,4.0,2.0,9.5,5.2,12.7,1,0,8.1,3.7,2.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.4,55.9,4.4,8.2,3.0,8.0,5.0,14.2,3,2,1.0,4.7,2.1,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
12.8,62.9,3.3,6.4,2.0,15.6,7.1,13.0,0,1,5.3,3.5,1.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
30.1,72.1,10.0,4.0,1.0,0.4,6.6,12.4,0,1,2.5,4.5,-1.0,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.9,62.2,9.2,4.0,3.0,0.1,6.9,14.0,0,1,6.7,5.6,1.5,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.8,54.5,3.2,4.0,4.0,7.2,7.7,13.5,0,2,5.6,8.2,2.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.3,62.5,8.7,4.3,0.0,2.0,5.5,14.2,2,0,8.9,4.3,-3.8,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.9,53.4,4.7,4.0,2.0,2.4,5.5,12.9,2,0,6.6,2.9,0.5,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.3,52.2,5.8,7.2,0.0,4.7,7.2,13.5,0,2,5.2,4.3,0.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.7,48.5,5.4,12.0,1.0,0.6,7.4,11.0,0,0,8.1,6.6,0.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
